company_id,scoring_month,Quick Ratio,ROA(B) before interest and depreciation after tax,Borrowing dependency,Research and development expense rate,Quick Assets/Current Liability
TW-02937,2026-10,0.0019654716795156598,0.49783178971037,0.388952006674376,5300000000.0,0.00212585667958128
TW-06675,2026-10,0.00837243773136684,0.513946142727127,0.381372877072043,6980000000.0,0.008463049534861499
TW-06763,2026-10,0.012923977556716438,0.568874136731088,0.37963718146295,0.0001431290662534,0.013049876983464598
TW-05705,2026-10,0.00397099391506038,0.558220461480807,0.383553680189137,1360000000.0,0.0040523566742868
TW-00042,2026-10,0.00333916832088354,0.559077038385353,0.383331126435136,0.0,0.00443999082505032
TW-06684,2026-10,0.01227343674944196,0.611595909845281,0.37963718146295,3600000000.0,0.012975201714906539
TW-05592,2026-10,0.00366144429042516,0.573638845762621,0.400893860871471,102000000.0,0.00406814173940658
TW-01617,2026-10,0.00567520121973282,0.558006317254671,0.380142680441887,0.0,0.00576412196994024
TW-05065,2026-10,0.00438310290747072,0.481610364580545,0.387939890355929,4550000000.0,0.0043391112009
TW-06009,2026-10,0.00609591921016812,0.587718828631083,0.379798225385443,6670000000.0,0.006236992300758359
TW-04244,2026-10,0.00523801384177158,0.576958081267734,0.386169525569078,4520000000.0,0.0053333311799217
TW-06438,2026-10,0.00834735934581594,0.60961507575352,0.379854143414086,5230000000.0,0.00887055162160224
TW-04654,2026-10,0.0038643172004036996,0.646822635044703,0.381951069488216,1510000000.0,0.00383292549937596
TW-05012,2026-10,0.006436910392807379,0.587611756518015,0.37963718146295,0.0001904991842661,0.0078846948862878
TW-05649,2026-10,0.004121464228365479,0.577654050002677,0.383897016885008,153000000.0,0.00405976219224804
TW-05466,2026-10,0.0032725421622558596,0.58846833342256,0.389902613161315,1120000000.0,0.00347997716384382
TW-00681,2026-10,0.00416263769718036,0.605171583061192,0.385230102687868,1820000000.0,0.004120356609856019
TW-05168,2026-10,0.0067996112226399,0.551474918357514,0.380505029267496,6490000000.0,0.00710767029688128
TW-01925,2026-10,0.00265681165134306,0.55340221639274,0.387020597965031,0.0001845566963434,0.0033240248820146402
TW-05230,2026-10,0.00365807555206758,0.465067723111516,0.389572696792318,6760000000.0,0.00363607645376166
TW-05497,2026-10,0.00823282224165834,0.56325285079501,0.38086178629024103,2430000000.0,0.00867542073138666
TW-00233,2026-10,0.0012913497037381199,0.526901868408373,0.38748024416048,0.0,0.0016274540884412998
TW-00571,2026-10,0.00203584088076288,0.419508539001017,0.385350885629738,883000000.0,0.00284210853168018
TW-02103,2026-10,0.00195798559427664,0.515605760479683,0.386624698322236,0.0,0.0021020147446107
TW-02610,2026-10,0.00191606351693784,0.412655923764655,0.388036069365196,3650000000.0,0.00217174553392692
TW-02638,2026-10,0.00557975363293476,0.562771026286204,0.38856393555559,289000000.0,0.00566611895218104
TW-05553,2026-10,0.00480793824478746,0.591787568927673,0.380710807612904,0.0,0.0051478256975660995
TW-01570,2026-10,0.0033631237936485,0.544301086781948,0.381350509860585,0.0,0.0033108320656400395
TW-01845,2026-10,0.0080284521146319,0.55142138230098,0.38187054752696903,9020000000.0,0.00847763067527544
TW-02819,2026-10,0.0025520064579961795,0.543551581990471,0.38117269052949904,764000000.0,0.00294967498921008
TW-00964,2026-10,0.00461105420300016,0.549547620322287,0.379659548674407,5690000000.0,0.00501247584184596
TW-03086,2026-10,0.01651056099475098,0.491782215322019,0.380942308251488,0.0035274608309397,0.01717092762618552
TW-01111,2026-10,0.00972779346389898,0.529953423630815,0.381583128859742,1310000000.0,0.01029508386282318
TW-05731,2026-10,0.00544013814322626,0.600995770651534,0.380270173547194,4260000000.0,0.0054043862624552404
TW-04990,2026-10,0.00177420220165764,0.437443117939933,0.395787426495751,7390000000.0,0.0024390672451452
TW-04638,2026-10,0.004833765238862219,0.540285882541892,0.381174927250645,0.0002806552153226,0.00560429202735282
TW-03813,2026-10,0.004850234626388159,0.644788264896408,0.380219847321415,0.000132093017254,0.0053498910876189
TW-01717,2026-10,0.0025987944907402798,0.53172011349644,0.390811840307057,0.0001023805776403,0.00296956132880766
TW-00113,2026-10,0.00932990803344282,0.532951442796724,0.37963718146295,0.0,0.009486991491630119
TW-00804,2026-10,0.00334927453595628,0.578189410568018,0.382159084554769,8350000000.0,0.0036606225293624997
TW-03135,2026-10,0.004843497149673,0.568659992504952,0.381575300335732,2290000000.0,0.0051322038503958
TW-04171,2026-10,0.00310934550404436,0.531666577439906,0.37963718146295,3500000000.0,0.0031542796820355
TW-01220,2026-10,0.00306517760113386,0.535895925906098,0.38357604740059503,0.0,0.00304137912834372
TW-03442,2026-10,0.00958855227845244,0.542695005085925,0.37963718146295,0.0002399067267095,0.010418169955553518
TW-03003,2026-10,0.0022005347560222197,0.482681085711227,0.38631155736183204,1410000000.0,0.0022320301410381597
TW-03513,2026-10,0.01228204574746692,0.592269393436479,0.37963718146295,0.000178104852313,0.01428937273515714
TW-03914,2026-10,0.00829083940226106,0.651480271963167,0.37976579292883,0.0001169821193934,0.008516133796674659
TW-04032,2026-10,0.010444586125539179,0.516034048931956,0.37963718146295,0.0004266706328528,0.010955793559027559
TW-03481,2026-10,0.01203575354310174,0.57428127844103,0.380111366345846,0.0002421139365094,0.012352756791506039
TW-02975,2026-10,0.00562242431879742,0.609400931527384,0.380343985345003,0.0,0.0059286100050831
TW-03375,2026-10,0.0009069392267123399,0.610578724771133,0.386370830472194,0.0,0.0009292861891629
TW-04187,2026-10,0.00439320912254346,0.556186091332512,0.382487882563193,3750000000.0,0.0044514263876922
TW-03248,2026-10,0.00896009542263318,0.599229080785909,0.38062357548822,0.000210364072465,0.00959988918145506
TW-02755,2026-10,0.0027941813154798,0.572032764066599,0.381951069488216,5400000000.0,0.0029470217719215
TW-03516,2026-10,0.0016787546148595799,0.665346110605493,0.391680806472176,509000000.0,0.00199920237720228
TW-02481,2026-10,0.00300266878938768,0.562610418116602,0.380399903373647,0.0,0.00541163705673354
TW-05826,2026-10,0.0038145347335639796,0.589324910327105,0.380384246325626,985000000.0,0.0038301066420178198
TW-01216,2026-10,0.0024468269603873396,0.555918411049842,0.384818545997052,0.0,0.0024964228651788603
TW-02589,2026-10,0.0005330092690211999,0.507575351999572,0.393915290896769,0.0,0.0005796049304865
TW-00995,2026-10,0.00526982970403758,0.555490122597569,0.387528333665114,492000000.0,0.0054699836458305595
TW-01775,2026-10,0.00483825689000568,0.529632207291611,0.380937834809197,4450000000.0,0.00500981172688884
TW-01380,2026-10,0.00515566690414188,0.596123989506933,0.386248929169752,2600000000.0,0.00528726897365592
TW-05454,2026-10,0.0097203073786599,0.553616360618877,0.37963718146295,4740000000.0,0.01019702257941192
TW-05284,2026-10,0.03858365762638698,0.467155629316345,0.37963718146295,0.0001157936218088,0.039650891834151485
TW-03436,2026-10,0.0033208274120478,0.482359869372022,0.388688073579179,747000000.0,0.004527066109275659
TW-03455,2026-10,0.00941412649238226,0.593340114567161,0.380656007944834,0.0002227584044182,0.010436442717688019
TW-02492,2026-10,0.00374453983657872,0.584292521012902,0.382633269437666,0.0,0.0037430079863926195
TW-03590,2026-10,0.00467917757867562,0.553027463997002,0.383315469387116,3460000000.0,0.00481569963578406
TW-05944,2026-10,0.00415964326308474,0.568874136731088,0.380095709297826,4350000000.0,0.004152589873147259
TW-03690,2026-10,0.00627333943033386,0.71561646769099,0.381621153119219,4820000000.0,0.0065838597147795
TW-04929,2026-10,0.00321340208886732,0.513143101879116,0.38268918746630903,4820000000.0,0.00345736200835974
TW-00536,2026-10,0.0012539192775428399,0.520959366133091,0.383779589024857,0.0,0.0012050160113359798
TW-01362,2026-10,0.00493969334499498,0.53632421435837,0.38938369385550303,2560000000.0,0.00498218816616222
TW-02003,2026-10,0.0029547578438577,0.492371111943894,0.38517082957750604,3530000000.0,0.00328622711792112
TW-02726,2026-10,0.0026523200001996,0.631457786819423,0.381068682996222,6370000000.0,0.00291754553266956
TW-03322,2026-10,0.020085166696403037,0.543658654103539,0.379639418184096,0.0003144425037976,0.020656569054476156
TW-04480,2026-10,0.00892041917086614,0.673001766689866,0.37963718146295,7450000000.0,0.00925294338732864
TW-05737,2026-10,0.00651364276650774,0.592215857379945,0.381696083277602,6030000000.0,0.00666330104180202
TW-01208,2026-10,0.00150320591600358,0.548691043417742,0.39608714712928,0.0,0.00274257423987366
TW-05573,2026-10,0.0037658751795100797,0.552063814979389,0.38179673572916,165000000.0,0.0037111603006588795
TW-03514,2026-10,0.01904647236948324,0.623159698056641,0.37963718146295,0.0001343002270539,0.01941376268766432
TW-02349,2026-10,0.00058840629979026,0.52358263290326,0.3980319761655,0.0,0.00057781054007496
TW-02513,2026-10,0.00465372488886282,0.633759837250388,0.37963718146295,0.0,0.0045780627880956
TW-02115,2026-10,0.00074374256850078,0.531505969270304,0.39003457970891303,0.0,0.00117594236437986
TW-02084,2026-10,0.00040761734126688003,0.574388350554098,0.395856764851269,0.0,0.00036710168536542
TW-00638,2026-10,0.0052432541014389,0.558220461480807,0.37963718146295,3070000000.0,0.0052542445119253805
TW-04677,2026-10,0.00242923466007558,0.560576047968307,0.38665377569713,4920000000.0,0.00260508513550464
TW-01640,2026-10,0.0016510560994750798,0.472402162856684,0.394378292173936,458000000.0,0.00209311158151194
TW-02659,2026-10,0.003907736494790279,0.559451790781091,0.384091611624687,815000000.0,0.0038782365863641198
TW-06111,2026-10,0.00275487936797472,0.547031425665185,0.393627872229541,1260000000.0,0.0032629698273320996
TW-02794,2026-10,0.005025034716720239,0.563359922908079,0.382625440913656,749000000.0,0.00511049019527682
TW-00010,2026-10,0.0020695282643386197,0.538197976337063,0.384179962109944,1900000000.0,0.00217562596870518
TW-03519,2026-10,0.01114116635703384,0.601584667273409,0.37963718146295,5210000000.0,0.0112810740056664
TW-03268,2026-10,0.01962739258403442,0.596552277959206,0.37963718146295,0.0001061158557632,0.019994330966809318
TW-03057,2026-10,0.00326168733865926,0.568981208844157,0.389408297788106,6320000000.0,0.0032978882559377997
TW-00288,2026-10,0.00107275601475756,0.548316291022003,0.38572889150336703,0.0,0.0013237425275155798
TW-02291,2026-10,0.00455266273813548,0.52593821939076,0.37963718146295,0.0,0.00487901194166106
TW-06405,2026-10,0.00436887934551648,0.533058514909792,0.380209782076259,2310000000.0,0.0045868978136247
TW-04225,2026-10,0.0043000073613171,0.591305744418866,0.383550325107419,3750000000.0,0.00446929203898536
TW-02833,2026-10,0.00051953431559088,0.602601852347556,0.389096275188276,5080000000.0,0.0006238046611818
TW-05922,2026-10,0.005037761061626699,0.595481556828524,0.380571012541295,2840000000.0,0.00514941311089122
TW-01681,2026-10,0.00579235845372414,0.587825900744151,0.380685085319728,2330000000.0,0.00718414289459004
TW-05713,2026-10,0.00428578379936292,0.570533754483645,0.38440475258509,1460000000.0,0.0042906189156258
TW-04739,2026-10,0.00582941457565746,0.580652069168585,0.384438303402277,5540000000.0,0.00614192015311602
TW-02892,2026-10,0.00545436170518044,0.590127951175116,0.384550139459563,1240000000.0,0.0056725427103763194
TW-04207,2026-10,0.00542591458127202,0.575940896193586,0.381347154778867,543000000.0,0.00554899237546842
TW-01849,2026-10,0.039398518004658836,0.615343433802666,0.37963718146295,0.0002190231262953,0.0431810645016372
TW-00066,2026-10,0.00426781719478914,0.527972589539055,0.383364677252322,0.0,0.00457773003297144
TW-03698,2026-10,0.0040001896474927195,0.565126612773703,0.383025813998743,3970000000.0,0.00399481328940822
TW-05446,2026-10,0.00511935939073242,0.607848385887895,0.383436252328986,3990000000.0,0.0055476210062697
TW-05413,2026-10,0.00294165719468934,0.553348680336206,0.387748650697969,0.0,0.00341232443375964
TW-05615,2026-10,0.0060128236640145,0.481556828524011,0.384889002713143,1340000000.0,0.00615789552125298
TW-00269,2026-10,0.0031535134069548003,0.531827185609508,0.383438489050132,0.0,0.00322950283265796
TW-01346,2026-10,0.00261488957400432,0.511429948070025,0.382315655034971,357000000.0,0.0026636969411349
TW-04951,2026-10,0.0032882629412578795,0.536859574923711,0.38398760409141003,25500000.0,0.00329334113167188
TW-04385,2026-10,0.004924721174516819,0.55458000963649,0.37963718146295,1940000000.0,0.0049338400363407
TW-04991,2026-10,0.005025409020982199,0.5047914770598,0.381352746581731,7150000000.0,0.005276416456871161
TW-00643,2026-10,0.0075759182619306595,0.570159002087906,0.38102506693388,3970000000.0,0.0079412064292947
TW-01928,2026-10,0.01343677439559222,0.54708496172172,0.37963718146295,0.0002417743657709,0.01478675311675152
TW-03241,2026-10,0.002066533830243,0.610578724771133,0.385022087621314,6660000000.0,0.0033088444447029602
TW-00171,2026-10,0.0017494981203687598,0.507575351999572,0.382813325489898,7450000000.0,0.0017943650522844
TW-03540,2026-10,0.0009642077787911399,0.183200385459607,0.40523645497592203,0.0001933855355429,0.0016989664949484601
TW-06215,2026-10,0.00938156202159234,0.620108142834199,0.381267751178193,0.0,0.0099759306424917
TW-01723,2026-10,0.00409151988740928,0.560308367685636,0.38206961570894,8680000000.0,0.00441864506264292
TW-06121,2026-10,0.00603079026858828,0.411745810803576,0.379972689634811,0.0004453470234672,0.0075430950668193605
TW-00414,2026-10,0.005126845475971501,0.5937148669629,0.383248367752744,1610000000.0,0.00524492143855938
TW-02709,2026-10,0.0021346572059184597,0.538572728732801,0.390447254760302,0.0,0.0027077647842097797
TW-00160,2026-10,0.00422851524728406,0.586326891161197,0.385062348601937,0.0,0.00472232508359694
TW-01663,2026-10,0.00427754910559992,0.550671877509503,0.381650230494114,0.0,0.00433010775753762
TW-06300,2026-10,0.00832677261140856,0.53632421435837,0.37963718146295,4620000000.0,0.00873728447468628
TW-03452,2026-10,0.00377673000310668,0.637346753038171,0.383144360219467,3750000000.0,0.0041418131383977
TW-05742,2026-10,0.00463051802462172,0.561218480646716,0.380324973215264,312000000.0,0.004706767641610319
TW-00141,2026-10,0.008489220661096199,0.602869532630226,0.37963718146295,781000000.0,0.00846306133848534
TW-04753,2026-10,0.00854723782169892,0.596338133733069,0.37963718146295,6960000000.0,0.00875900701340796
TW-03737,2026-10,0.005725357990834499,0.530595856309224,0.382958712364371,458000000.0,0.00859534671440442
TW-02950,2026-10,0.012904139430832918,0.644467048557203,0.379802698827734,1240000000.0,0.013131445616998319
TW-04743,2026-10,0.0018022750213040999,0.538197976337063,0.383573810679449,0.0002911819082143,0.00274073627750598
TW-03404,2026-10,0.02334909986063406,0.359815835965523,0.37963718146295,0.0005436527522463,0.023891188243311177
TW-06732,2026-10,0.0057369614229550794,0.629423416671128,0.37993354701476,0.0001815005596974,0.00605052235040274
TW-03527,2026-10,0.032305452240647695,0.720006424326784,0.37963718146295,9070000000.0,0.0331523075287872
TW-06777,2026-10,0.0035401697095523398,0.528079661652123,0.383530194617107,0.0001147749095935,0.00377234986349352
TW-05105,2026-10,0.00676405231775436,0.529471599122009,0.386467009481461,0.0001402427149767,0.00687021514563492
TW-06257,2026-10,0.00416600643553794,0.527704909256384,0.379639418184096,3170000000.0,0.00423809888799534
TW-02388,2026-10,0.0068692318153632,0.45553830504845,0.380346222066149,0.0001432988516226,0.008702269206200819
TW-04369,2026-10,0.00552922255757106,0.588575405535628,0.37963718146295,3960000000.0,0.005593449696949499
TW-02851,2026-10,0.0073258830149459395,0.60790192194443,0.379929073572469,6640000000.0,0.00751305497523366
TW-01072,2026-10,0.0031699827944807403,0.55982654317683,0.38231118159268,115000000.0,0.0034165415694342002
TW-06060,2026-10,0.00895335794591802,0.703356710744687,0.37963718146295,1920000000.0,0.008872563310251779
TW-05935,2026-10,0.00593496837752826,0.552117351035923,0.38049720074348603,6430000000.0,0.00605532427645992
TW-05120,2026-10,0.01009835468323254,0.605492799400396,0.383308759223679,4640000000.0,0.01005920555292804
TW-05247,2026-10,0.00852702539155344,0.548423363135071,0.38018965158594703,6380000000.0,0.008773119490432859
TW-03102,2026-10,0.00244121239645806,0.541410139729108,0.391621533361814,148000000.0,0.0026017978618362
TW-04153,2026-10,0.00328302268159056,0.450987740243054,0.38319692316639203,1660000000.0,0.00328271143121634
TW-06522,2026-10,0.04402379576961324,0.625890036939879,0.37963718146295,0.0002835415665994,0.0440002449417285
TW-03560,2026-10,0.01318187319320214,0.648482252797259,0.37963718146295,0.0001675781594213,0.0137009851710588
TW-03686,2026-10,0.00503102358491154,0.724503453075646,0.379678560804146,8220000000.0,0.005108534784418859
TW-05491,2026-10,0.00307079216506314,0.542534396916323,0.390593759995348,0.0001451664906841,0.00321520759974738
TW-00695,2026-10,0.0057227378610008395,0.577065153380802,0.38442711979654803,2510000000.0,0.005691943162203899
TW-01960,2026-10,0.05319949044713142,0.488516515873441,0.37963718146295,0.0007759191373409,0.0918794024509656
TW-00707,2026-10,0.007551588484903679,0.60265538840409,0.37963718146295,3190000000.0,0.007542054064317299
TW-03872,2026-10,0.0057803807173416,0.577332833663472,0.389071671255673,379000000.0,0.00592259875228104
TW-04936,2026-10,0.00260628057597936,0.554258793297286,0.392404385762823,3460000000.0,0.0026841583040187597
TW-05187,2026-10,0.0062198139208746,0.596927030354944,0.37963718146295,6640000000.0,0.006713651961695879
TW-02335,2026-10,0.00024142624895969999,0.544675839177686,0.390220227564009,0.0,0.00020180031577704
TW-02539,2026-10,0.0023929271466661198,0.540553562824562,0.383479868391328,0.0,0.00259872181051566
TW-05625,2026-10,0.007605862602886859,0.640184164034477,0.37963718146295,2600000000.0,0.007580745279999779
TW-05936,2026-10,0.007309039323158099,0.555008298088763,0.380979214150393,4140000000.0,0.00769137389254464
TW-04131,2026-10,0.00667421929488564,0.571015578992451,0.382887137287707,3060000000.0,0.0073416598510158
TW-03437,2026-10,0.0033983083942721397,0.610739332940736,0.390077077410682,0.0,0.0036011696565734397
TW-05903,2026-10,0.0056680894387557,0.526420043899566,0.38075442367524603,594000000.0,0.00596010616145442
TW-00417,2026-10,0.0030550713860611196,0.568124631939611,0.38634734490016404,1020000000.0,0.00324520682601198
TW-03624,2026-10,0.031012231015599776,0.587665292574549,0.37963718146295,0.0002964452546602,0.03129752251518198
TW-02894,2026-10,0.0040585811123574,0.542962685368596,0.414432733966624,0.0,0.00411795413627808
TW-05460,2026-10,0.00483526245591006,0.587772364687617,0.37963718146295,5570000000.0,0.00518540601742056
TW-00918,2026-10,0.00326430746849292,0.497403501258097,0.381015001688724,0.0,0.0041958445240341
TW-05252,2026-10,0.0032074132206760197,0.522779592055249,0.380184059783083,6060000000.0,0.0032119094209231195
TW-06217,2026-10,0.00203546657650092,0.538251512393597,0.383548088386273,6430000000.0,0.0022197402850391997
TW-00393,2026-10,0.0008343241998934201,0.4952085229402,0.386434577024848,0.0,0.00125003532457326
TW-01893,2026-10,0.00325906720882554,0.532309010118315,0.388408483435962,1920000000.0,0.00411217740235134
TW-01469,2026-10,0.00298769661890958,0.587718828631083,0.385357595793175,357000000.0,0.00296478940409562
TW-02804,2026-10,0.01784645290566162,0.55575780288024,0.38018294142251,0.0,0.01800979342231848
TW-00746,2026-10,0.0036124104321093,0.601316986990738,0.380725346300351,5500000000.0,0.00372486224143302
TW-02600,2026-10,0.00279567853252764,0.557310348519728,0.38984222169038,0.0,0.00318690393615402
TW-00015,2026-10,0.004237872853832939,0.558755822046148,0.383544733304554,79800000.0,0.00448784242025562
TW-04721,2026-10,0.00502915206360174,0.394989025108411,0.384090493264114,0.0011059818951069,0.00530042414796348
TW-04375,2026-10,0.00230683716641688,0.528507950104395,0.38649049505349103,1460000000.0,0.0023463006001745402
TW-05736,2026-10,0.007725639966711899,0.529150382782804,0.381358338384595,1780000000.0,0.007853966519519879
TW-02605,2026-10,0.00024816372567486,0.472991059478559,0.382815562211044,0.0,0.00019913653774541998
TW-03167,2026-10,0.00345482833782702,0.606563520531078,0.384363373243894,0.0,0.00343180648520292
TW-06124,2026-10,0.00306704912244366,0.521066438246159,0.38911193223629603,6160000000.0,0.003319764672285
TW-01424,2026-10,0.0036764164609032596,0.520049253172011,0.38037194435932503,0.0,0.0038431421403830397
TW-05089,2026-10,0.002385815365689,0.516034048931956,0.38406588933151103,0.0001073043533478,0.002390736160011
TW-03878,2026-10,0.02609162718796434,0.528454414047861,0.37963718146295,0.000562668713599,0.02707600247758488
TW-03921,2026-10,0.00786712697773014,0.585630922426254,0.37963718146295,0.0002915214789528,0.0079390111836255
TW-02475,2026-10,0.01227830270484738,0.534396916323144,0.379651720150397,0.0,0.012771354688944659
TW-06476,2026-10,0.00766387976348964,0.537020183093313,0.37965283851097004,4330000000.0,0.008171423608150319
TW-05939,2026-10,0.00524437701422478,0.572246908292735,0.381979028502538,0.0001363376514846,0.00537444693031602
TW-04836,2026-10,0.00598999110403536,0.604154397987044,0.38091546759773903,6110000000.0,0.0059714750427936
TW-02348,2026-10,0.00034136548690121997,0.558273997537341,0.388638865713973,0.0,0.00071990758376502
TW-05755,2026-10,0.004276051888552139,0.576315648589325,0.391060116354234,4470000000.0,0.00450265199242392
TW-01201,2026-10,0.00066888171611016,0.524653354033942,0.406740649946431,3800000000.0,0.0006601398840326401
TW-02885,2026-10,0.00256323558585474,0.517854274854114,0.38688415797514103,0.0,0.00291391509662214
TW-02408,2026-10,0.00260665488024132,0.515659296536217,0.382066260627221,0.0,0.00343403503783092
